Beach Name,Date,Measurement Timestamp,DNA Reading Mean,Ecoli Predicted Level,Latitude_ecoli,Longitude_ecoli,Location_ecoli,Nearest Weather Station,Air Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
12th Street,2018-06-30,06/30/2018 12:00:00 PM,126.9,212.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,31.8,69,0.0,0.0,409.4,0.0,207,4.1,5.8,993.5,266
Margaret T Burroughs (31st),2018-06-30,06/30/2018 12:00:00 PM,41.4,490.2,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,31.8,69,0.0,0.0,409.4,0.0,207,4.1,5.8,993.5,266
12th Street,2018-07-01,07/01/2018 12:00:00 AM,531.7,60.6,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,28.4,73,0.0,0.0,409.4,0.0,212,2.5,4.5,992.1,0
57th Street,2018-07-01,07/01/2018 12:00:00 AM,103.1,56.9,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,28.4,73,0.0,0.0,409.4,0.0,212,2.5,4.5,992.1,0
Margaret T Burroughs (31st),2018-07-01,07/01/2018 12:00:00 AM,10.0,82.7,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,28.4,73,0.0,0.0,409.4,0.0,212,2.5,4.5,992.1,0
Oakwood,2018-07-01,07/01/2018 12:00:00 AM,16.5,62.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,28.4,73,0.0,0.0,409.4,0.0,212,2.5,4.5,992.1,0
12th Street,2018-07-02,07/02/2018 12:00:00 AM,59.5,241.4,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,25.5,85,0.0,0.0,416.7,0.0,256,2.8,4.6,991.4,0
57th Street,2018-07-02,07/02/2018 12:00:00 AM,36.5,140.1,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,25.5,85,0.0,0.0,416.7,0.0,256,2.8,4.6,991.4,0
Margaret T Burroughs (31st),2018-07-02,07/02/2018 12:00:00 AM,25.9,339.0,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,25.5,85,0.0,0.0,416.7,0.0,256,2.8,4.6,991.4,0
Oakwood,2018-07-02,07/02/2018 12:00:00 AM,188.6,154.4,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,25.5,85,0.0,0.0,416.7,0.0,256,2.8,4.6,991.4,0
12th Street,2018-07-04,07/04/2018 12:00:00 AM,539.1,209.4,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.9,88,0.0,0.0,416.7,0.0,121,0.6,0.8,999.2,0
57th Street,2018-07-04,07/04/2018 12:00:00 AM,1511.7,133.2,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.9,88,0.0,0.0,416.7,0.0,121,0.6,0.8,999.2,0
Margaret T Burroughs (31st),2018-07-04,07/04/2018 12:00:00 AM,319.4,220.2,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.9,88,0.0,0.0,416.7,0.0,121,0.6,0.8,999.2,0
Oakwood,2018-07-04,07/04/2018 12:00:00 AM,1043.2,137.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.9,88,0.0,0.0,416.7,0.0,121,0.6,0.8,999.2,0
12th Street,2018-07-05,07/05/2018 12:00:00 AM,71.6,249.3,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,24.1,96,0.6,5.5,439.9,60.0,180,2.9,3.8,1000.5,0
57th Street,2018-07-05,07/05/2018 12:00:00 AM,311.6,149.4,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,24.1,96,0.6,5.5,439.9,60.0,180,2.9,3.8,1000.5,0
Margaret T Burroughs (31st),2018-07-05,07/05/2018 12:00:00 AM,1780.2,623.2,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,24.1,96,0.6,5.5,439.9,60.0,180,2.9,3.8,1000.5,0
Oakwood,2018-07-05,07/05/2018 12:00:00 AM,11.6,90.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,24.1,96,0.6,5.5,439.9,60.0,180,2.9,3.8,1000.5,0
12th Street,2018-07-07,07/07/2018 12:00:00 AM,16.7,117.4,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,19.7,83,0.0,0.0,491.9,0.0,53,2.4,4.6,1005.9,1
57th Street,2018-07-07,07/07/2018 12:00:00 AM,674.9,83.7,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,19.7,83,0.0,0.0,491.9,0.0,53,2.4,4.6,1005.9,1
Margaret T Burroughs (31st),2018-07-07,07/07/2018 12:00:00 AM,905.4,179.1,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,19.7,83,0.0,0.0,491.9,0.0,53,2.4,4.6,1005.9,1
12th Street,2018-07-09,07/09/2018 12:00:00 AM,581.5,85.6,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.6,65,0.0,0.0,491.9,0.0,225,1.1,1.7,1001.0,0
57th Street,2018-07-09,07/09/2018 12:00:00 AM,1009.2,52.5,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.6,65,0.0,0.0,491.9,0.0,225,1.1,1.7,1001.0,0
Margaret T Burroughs (31st),2018-07-09,07/09/2018 12:00:00 AM,391.0,79.5,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.6,65,0.0,0.0,491.9,0.0,225,1.1,1.7,1001.0,0
12th Street,2018-07-10,07/10/2018 12:00:00 AM,12.6,305.0,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,27.5,67,0.0,0.0,491.9,0.0,251,2.2,3.4,997.3,0
57th Street,2018-07-10,07/10/2018 12:00:00 AM,1131.3,177.6,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,27.5,67,0.0,0.0,491.9,0.0,251,2.2,3.4,997.3,0
Margaret T Burroughs (31st),2018-07-10,07/10/2018 12:00:00 AM,51.5,354.5,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,27.5,67,0.0,0.0,491.9,0.0,251,2.2,3.4,997.3,0
Oakwood,2018-07-10,07/10/2018 12:00:00 AM,241.2,146.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,27.5,67,0.0,0.0,491.9,0.0,251,2.2,3.4,997.3,0
12th Street,2018-07-11,07/11/2018 12:00:00 AM,61062.5,122.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,22.6,77,0.0,0.0,491.9,0.0,9,4.1,7.7,997.2,0
57th Street,2018-07-11,07/11/2018 12:00:00 AM,615.0,75.0,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,22.6,77,0.0,0.0,491.9,0.0,9,4.1,7.7,997.2,0
Margaret T Burroughs (31st),2018-07-11,07/11/2018 12:00:00 AM,11118.7,136.4,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,22.6,77,0.0,0.0,491.9,0.0,9,4.1,7.7,997.2,0
Oakwood,2018-07-11,07/11/2018 12:00:00 AM,444.9,56.9,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,22.6,77,0.0,0.0,491.9,0.0,9,4.1,7.7,997.2,0
12th Street,2018-07-13,07/13/2018 12:00:00 AM,229.8,140.0,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,25.4,67,0.0,0.0,491.9,0.0,188,2.5,4.0,999.2,0
57th Street,2018-07-13,07/13/2018 12:00:00 AM,938.2,103.8,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,25.4,67,0.0,0.0,491.9,0.0,188,2.5,4.0,999.2,0
Margaret T Burroughs (31st),2018-07-13,07/13/2018 12:00:00 AM,504.4,182.7,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,25.4,67,0.0,0.0,491.9,0.0,188,2.5,4.0,999.2,0
Oakwood,2018-07-13,07/13/2018 12:00:00 AM,55.1,74.0,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,25.4,67,0.0,0.0,491.9,0.0,188,2.5,4.0,999.2,0
12th Street,2018-07-14,07/14/2018 12:00:00 AM,66.4,80.0,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,27.2,67,0.0,0.0,491.9,0.0,229,1.5,4.8,996.4,0
57th Street,2018-07-14,07/14/2018 12:00:00 AM,55.1,73.7,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,27.2,67,0.0,0.0,491.9,0.0,229,1.5,4.8,996.4,0
Margaret T Burroughs (31st),2018-07-14,07/14/2018 12:00:00 AM,238.3,132.9,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,27.2,67,0.0,0.0,491.9,0.0,229,1.5,4.8,996.4,0
Oakwood,2018-07-14,07/14/2018 12:00:00 AM,54.4,99.3,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,27.2,67,0.0,0.0,491.9,0.0,229,1.5,4.8,996.4,0
12th Street,2018-07-15,07/15/2018 12:00:00 AM,593.3,118.0,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,22.9,97,0.0,0.0,497.2,0.0,10,0.8,1.3,994.2,0
57th Street,2018-07-15,07/15/2018 12:00:00 AM,128.5,59.5,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,22.9,97,0.0,0.0,497.2,0.0,10,0.8,1.3,994.2,0
Margaret T Burroughs (31st),2018-07-15,07/15/2018 12:00:00 AM,806.1,126.8,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,22.9,97,0.0,0.0,497.2,0.0,10,0.8,1.3,994.2,0
Oakwood,2018-07-15,07/15/2018 12:00:00 AM,110.7,58.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,22.9,97,0.0,0.0,497.2,0.0,10,0.8,1.3,994.2,0
12th Street,2018-07-16,07/16/2018 12:00:00 AM,646.4,289.4,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,26.6,83,0.0,0.0,497.2,0.0,245,1.4,1.8,992.1,0
57th Street,2018-07-16,07/16/2018 12:00:00 AM,70.7,156.7,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,26.6,83,0.0,0.0,497.2,0.0,245,1.4,1.8,992.1,0
Margaret T Burroughs (31st),2018-07-16,07/16/2018 12:00:00 AM,105.8,449.4,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,26.6,83,0.0,0.0,497.2,0.0,245,1.4,1.8,992.1,0
Oakwood,2018-07-16,07/16/2018 12:00:00 AM,13.9,127.9,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,26.6,83,0.0,0.0,497.2,0.0,245,1.4,1.8,992.1,0
12th Street,2018-07-18,07/18/2018 12:00:00 AM,562.6,186.4,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,21.8,68,0.0,0.0,501.6,0.0,46,3.4,8.4,997.6,0
57th Street,2018-07-18,07/18/2018 12:00:00 AM,197.6,133.1,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,21.8,68,0.0,0.0,501.6,0.0,46,3.4,8.4,997.6,0
Margaret T Burroughs (31st),2018-07-18,07/18/2018 12:00:00 AM,1696.0,259.8,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,21.8,68,0.0,0.0,501.6,0.0,46,3.4,8.4,997.6,0
Oakwood,2018-07-18,07/18/2018 12:00:00 AM,28.6,132.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,21.8,68,0.0,0.0,501.6,0.0,46,3.4,8.4,997.6,0
12th Street,2018-07-19,07/19/2018 12:00:00 AM,77.7,63.8,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,22.3,65,0.0,0.0,501.6,0.0,84,2.8,4.2,995.6,0
57th Street,2018-07-19,07/19/2018 12:00:00 AM,424.9,48.1,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,22.3,65,0.0,0.0,501.6,0.0,84,2.8,4.2,995.6,0
Margaret T Burroughs (31st),2018-07-19,07/19/2018 12:00:00 AM,354.6,63.9,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,22.3,65,0.0,0.0,501.6,0.0,84,2.8,4.2,995.6,0
Oakwood,2018-07-19,07/19/2018 12:00:00 AM,15.8,32.7,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,22.3,65,0.0,0.0,501.6,0.0,84,2.8,4.2,995.6,0
12th Street,2018-07-21,07/21/2018 12:00:00 AM,180.6,342.0,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,21.1,98,0.0,0.4,533.9,0.0,278,2.4,4.5,982.0,0
57th Street,2018-07-21,07/21/2018 12:00:00 AM,4340.5,224.6,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,21.1,98,0.0,0.4,533.9,0.0,278,2.4,4.5,982.0,0
Margaret T Burroughs (31st),2018-07-21,07/21/2018 12:00:00 AM,1056.0,665.3,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,21.1,98,0.0,0.4,533.9,0.0,278,2.4,4.5,982.0,0
Oakwood,2018-07-21,07/21/2018 12:00:00 AM,104.9,190.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,21.1,98,0.0,0.4,533.9,0.0,278,2.4,4.5,982.0,0
12th Street,2018-07-22,07/22/2018 12:00:00 AM,3.0,208.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,20.4,98,0.0,0.0,538.4,60.0,3,5.1,9.8,986.9,0
57th Street,2018-07-22,07/22/2018 12:00:00 AM,637.3,157.4,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,20.4,98,0.0,0.0,538.4,60.0,3,5.1,9.8,986.9,0
Margaret T Burroughs (31st),2018-07-22,07/22/2018 12:00:00 AM,4.9,457.8,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,20.4,98,0.0,0.0,538.4,60.0,3,5.1,9.8,986.9,0
Oakwood,2018-07-22,07/22/2018 12:00:00 AM,42.8,106.9,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,20.4,98,0.0,0.0,538.4,60.0,3,5.1,9.8,986.9,0
12th Street,2018-07-23,07/23/2018 12:00:00 AM,15.2,215.4,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,21.4,92,0.0,0.0,551.2,0.0,351,2.5,3.8,991.5,1
57th Street,2018-07-23,07/23/2018 12:00:00 AM,58.0,97.5,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,21.4,92,0.0,0.0,551.2,0.0,351,2.5,3.8,991.5,1
Margaret T Burroughs (31st),2018-07-23,07/23/2018 12:00:00 AM,195.0,238.1,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,21.4,92,0.0,0.0,551.2,0.0,351,2.5,3.8,991.5,1
Oakwood,2018-07-23,07/23/2018 12:00:00 AM,47.3,104.2,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,21.4,92,0.0,0.0,551.2,0.0,351,2.5,3.8,991.5,1
12th Street,2018-07-24,07/24/2018 12:00:00 AM,146.9,162.4,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,21.7,82,0.0,0.0,551.2,0.0,3,1.6,3.2,992.5,0
57th Street,2018-07-24,07/24/2018 12:00:00 AM,1620.5,72.4,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,21.7,82,0.0,0.0,551.2,0.0,3,1.6,3.2,992.5,0
Margaret T Burroughs (31st),2018-07-24,07/24/2018 12:00:00 AM,55.4,313.9,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,21.7,82,0.0,0.0,551.2,0.0,3,1.6,3.2,992.5,0
Oakwood,2018-07-24,07/24/2018 12:00:00 AM,116.3,65.2,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,21.7,82,0.0,0.0,551.2,0.0,3,1.6,3.2,992.5,0
12th Street,2018-07-27,07/27/2018 12:00:00 AM,456.5,126.4,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,21.5,63,0.0,0.0,551.2,0.0,305,1.4,2.9,993.1,0
57th Street,2018-07-27,07/27/2018 12:00:00 AM,27.1,90.0,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,21.5,63,0.0,0.0,551.2,0.0,305,1.4,2.9,993.1,0
Margaret T Burroughs (31st),2018-07-27,07/27/2018 12:00:00 AM,562.5,117.7,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,21.5,63,0.0,0.0,551.2,0.0,305,1.4,2.9,993.1,0
Oakwood,2018-07-27,07/27/2018 12:00:00 AM,100.6,46.9,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,21.5,63,0.0,0.0,551.2,0.0,305,1.4,2.9,993.1,0
12th Street,2018-07-30,07/30/2018 12:00:00 AM,15.1,172.2,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,20.3,77,0.0,0.0,551.2,0.0,243,2.0,3.3,997.6,1
57th Street,2018-07-30,07/30/2018 12:00:00 AM,123.6,113.5,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,20.3,77,0.0,0.0,551.2,0.0,243,2.0,3.3,997.6,1
Margaret T Burroughs (31st),2018-07-30,07/30/2018 12:00:00 AM,35.0,214.6,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,20.3,77,0.0,0.0,551.2,0.0,243,2.0,3.3,997.6,1
Oakwood,2018-07-30,07/30/2018 12:00:00 AM,49.6,127.8,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,20.3,77,0.0,0.0,551.2,0.0,243,2.0,3.3,997.6,1
12th Street,2018-08-02,08/02/2018 12:00:00 AM,2428.4,273.5,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.8,71,0.0,0.0,551.3,0.0,235,2.6,4.7,992.7,0
57th Street,2018-08-02,08/02/2018 12:00:00 AM,288.3,161.6,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.8,71,0.0,0.0,551.3,0.0,235,2.6,4.7,992.7,0
Margaret T Burroughs (31st),2018-08-02,08/02/2018 12:00:00 AM,53.5,486.3,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.8,71,0.0,0.0,551.3,0.0,235,2.6,4.7,992.7,0
Oakwood,2018-08-02,08/02/2018 12:00:00 AM,20.2,122.1,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.8,71,0.0,0.0,551.3,0.0,235,2.6,4.7,992.7,0
12th Street,2018-08-03,08/03/2018 12:00:00 AM,157.5,286.8,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.2,92,0.0,0.0,551.3,0.0,71,2.6,4.6,994.0,0
57th Street,2018-08-03,08/03/2018 12:00:00 AM,57.4,140.4,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.2,92,0.0,0.0,551.3,0.0,71,2.6,4.6,994.0,0
Margaret T Burroughs (31st),2018-08-03,08/03/2018 12:00:00 AM,107.3,411.5,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.2,92,0.0,0.0,551.3,0.0,71,2.6,4.6,994.0,0
Oakwood,2018-08-03,08/03/2018 12:00:00 AM,56.9,130.3,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.2,92,0.0,0.0,551.3,0.0,71,2.6,4.6,994.0,0
12th Street,2018-08-04,08/04/2018 12:00:00 AM,151.0,115.6,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.6,87,0.0,0.0,551.3,0.0,0,0.0,0.9,995.4,0
57th Street,2018-08-04,08/04/2018 12:00:00 AM,155.4,67.3,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.6,87,0.0,0.0,551.3,0.0,0,0.0,0.9,995.4,0
Margaret T Burroughs (31st),2018-08-04,08/04/2018 12:00:00 AM,544.6,136.0,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.6,87,0.0,0.0,551.3,0.0,0,0.0,0.9,995.4,0
Oakwood,2018-08-04,08/04/2018 12:00:00 AM,218.6,62.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.6,87,0.0,0.0,551.3,0.0,0,0.0,0.9,995.4,0
12th Street,2018-08-05,08/05/2018 12:00:00 AM,104.0,249.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,27.3,69,0.0,0.0,551.3,0.0,224,2.8,5.8,996.1,0
57th Street,2018-08-05,08/05/2018 12:00:00 AM,156.6,169.2,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,27.3,69,0.0,0.0,551.3,0.0,224,2.8,5.8,996.1,0
Margaret T Burroughs (31st),2018-08-05,08/05/2018 12:00:00 AM,108.8,248.9,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,27.3,69,0.0,0.0,551.3,0.0,224,2.8,5.8,996.1,0
Oakwood,2018-08-05,08/05/2018 12:00:00 AM,53.7,148.9,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,27.3,69,0.0,0.0,551.3,0.0,224,2.8,5.8,996.1,0
12th Street,2018-08-06,08/06/2018 12:00:00 AM,538.9,314.3,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,24.8,81,0.0,5.0,557.7,0.0,228,2.4,3.6,996.2,0
57th Street,2018-08-06,08/06/2018 12:00:00 AM,36.2,155.9,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,24.8,81,0.0,5.0,557.7,0.0,228,2.4,3.6,996.2,0
Margaret T Burroughs (31st),2018-08-06,08/06/2018 12:00:00 AM,276.8,413.2,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,24.8,81,0.0,5.0,557.7,0.0,228,2.4,3.6,996.2,0
Oakwood,2018-08-06,08/06/2018 12:00:00 AM,428.1,137.4,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,24.8,81,0.0,5.0,557.7,0.0,228,2.4,3.6,996.2,0
12th Street,2018-08-07,08/07/2018 12:00:00 AM,143.1,48.8,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.5,90,0.0,0.0,559.7,0.0,262,1.4,1.9,994.4,0
57th Street,2018-08-07,08/07/2018 12:00:00 AM,33.6,45.5,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.5,90,0.0,0.0,559.7,0.0,262,1.4,1.9,994.4,0
Margaret T Burroughs (31st),2018-08-07,08/07/2018 12:00:00 AM,1961.8,67.9,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.5,90,0.0,0.0,559.7,0.0,262,1.4,1.9,994.4,0
Oakwood,2018-08-07,08/07/2018 12:00:00 AM,120.6,29.0,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.5,90,0.0,0.0,559.7,0.0,262,1.4,1.9,994.4,0
12th Street,2018-08-09,08/09/2018 12:00:00 AM,23.2,96.1,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.0,79,0.0,0.0,1.1,0.0,243,1.3,2.0,992.6,0
57th Street,2018-08-09,08/09/2018 12:00:00 AM,8.7,54.0,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.0,79,0.0,0.0,1.1,0.0,243,1.3,2.0,992.6,0
Margaret T Burroughs (31st),2018-08-09,08/09/2018 12:00:00 AM,84.5,98.9,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.0,79,0.0,0.0,1.1,0.0,243,1.3,2.0,992.6,0
Oakwood,2018-08-09,08/09/2018 12:00:00 AM,5.2,63.3,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.0,79,0.0,0.0,1.1,0.0,243,1.3,2.0,992.6,0
12th Street,2018-08-10,08/10/2018 12:00:00 AM,86.1,155.8,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,22.5,90,0.0,0.3,2.8,0.0,122,0.0,0.5,992.3,1
57th Street,2018-08-10,08/10/2018 12:00:00 AM,384.3,122.0,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,22.5,90,0.0,0.3,2.8,0.0,122,0.0,0.5,992.3,1
Margaret T Burroughs (31st),2018-08-10,08/10/2018 12:00:00 AM,1003.6,305.4,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,22.5,90,0.0,0.3,2.8,0.0,122,0.0,0.5,992.3,1
Oakwood,2018-08-10,08/10/2018 12:00:00 AM,432.4,96.5,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,22.5,90,0.0,0.3,2.8,0.0,122,0.0,0.5,992.3,1
12th Street,2018-08-13,08/13/2018 12:00:00 AM,120.2,103.0,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,24.3,90,0.0,0.0,2.8,0.0,82,2.2,2.7,998.3,0
57th Street,2018-08-13,08/13/2018 12:00:00 AM,202.9,68.8,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,24.3,90,0.0,0.0,2.8,0.0,82,2.2,2.7,998.3,0
Margaret T Burroughs (31st),2018-08-13,08/13/2018 12:00:00 AM,71.4,129.4,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,24.3,90,0.0,0.0,2.8,0.0,82,2.2,2.7,998.3,0
Oakwood,2018-08-13,08/13/2018 12:00:00 AM,64.0,58.0,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,24.3,90,0.0,0.0,2.8,0.0,82,2.2,2.7,998.3,0
12th Street,2018-08-14,08/14/2018 12:00:00 AM,71.9,190.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,24.4,66,0.0,0.0,2.8,0.0,217,0.6,0.8,994.8,0
57th Street,2018-08-14,08/14/2018 12:00:00 AM,394.7,136.3,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,24.4,66,0.0,0.0,2.8,0.0,217,0.6,0.8,994.8,0
Margaret T Burroughs (31st),2018-08-14,08/14/2018 12:00:00 AM,55.7,391.0,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,24.4,66,0.0,0.0,2.8,0.0,217,0.6,0.8,994.8,0
Oakwood,2018-08-14,08/14/2018 12:00:00 AM,136.4,144.3,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,24.4,66,0.0,0.0,2.8,0.0,217,0.6,0.8,994.8,0
12th Street,2018-08-16,08/16/2018 12:00:00 AM,114.8,148.8,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.1,87,0.0,0.0,10.5,0.0,187,1.4,2.9,992.1,0
57th Street,2018-08-16,08/16/2018 12:00:00 AM,597.7,124.3,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.1,87,0.0,0.0,10.5,0.0,187,1.4,2.9,992.1,0
